,Reviews
3782,batpari bondho koren
3783,shampoo peye khushi na
3784,sob miliye pochonder quality chilo
3785,Abal sate teke abal hoi geli
3786,ragulator kharap chilo ekdinei fan bondho hoye geche ghurtechena return option ache ki
3787,shades gulo niye ektu hotash
3788,"Onek valo akta Headphones paisi
seller onek valo tar bebohar Mone hole islami maninder Amar kase product and seller bebohar vlo lagse apnar Jara niben tara nite paren"
3789,"asol ponno na
rong mixed kora.jar jonnoi color hoy
ami rong er choto choto dana pelam
valo moto chheke dekhlei pawa jabe"
3790,order korchilam eita kintu pathaise 200 tk r arekta cheating
3791,valo prduct valo sound quality
3792,Kon designer er kaj chilo eta Totally apnak mere dilo 
3793,shottie ponno ebong char daam shonge khushi
3794,"phone thikthak ache, kintu kono cash memo, warrenty card daoa hoyni. warrenty card na thakle jodi phn nosto hoy tokhon ki korbe??"
3795,ashol ebong valo ponno peyechi
3796,shudhu chobi tei fitfat
3797,druto delivery ebong shbkicu valo
3798,kharap mudron.kichu rong
3799,kom daame valo jinish.apnara nite paren
3800,samner camera ta akebarei faltu
3801,Faltu movie (Shaan) er Trailer o er theke valo ace
3802,jama ar payjama r kapor ta khubi nimnomaner patla kapor
3803,box e tape khawa ponno asol lage na
3804,onek joldi charge hoy.eei daam e besh valo jinis.
3805,eta akebarei kammo na
3806,khub baje obstha
3807,"ei damer moddhe onek valo, satisfied"
3808,valo nah
3809,packaging valo na nokol ponno dise
3810,kapor ebong print quality valo
3811,"eta nokol mehedi, asol mehedi na"
3812,eti apnar kach theke sompornorupe ogrohonjoggo
3813,chikon ar fit daam onujayee.daam onujayee onek valo akta jinis
3814,jemon ta asha korechi tar theke onek valo legeche
3815,jemon ekti sudorshon ponno
3816,eto baje comments dekhe sahos hariye felechi
3817,"hate pailm....vlo hobe asha kori
vlo hoila aro nibo insahallah 
tnx daraz & tnx seller"
3818,ei shirt ti khub valo
3819,valo ponno
3820,nokol mone hocche taka nosto
3821,seems okay package was perfect
3822,ar eta r dam bibechona korle eta khub i proshongshito
3823,jamon vebechilam tamon na
3824,onek dhonnobad jonab.asha kori apnader shorboccho support dite parbo
3825,dukkhito sir
3826,ekdom baje ektao valo na koyekti to mukh sathe uthe ase
3827,eyesadw gula valo cilo.same as picture.
3828,otirikto moyla ponno er gaye
3829,Dui boka choda ak sathe
3830,daam onujayee baje
3831,build quality khubi valo
3832,noshto used product diyeche. ektuo bhalo na.
3833,delivary nia ami sontushto
3834,eta shomporke khushi na
3835,ki order korlam r ki pelam
3836,packaging ta khub vhalo chilo ...... r delivery boy k tnx. product ghulo khub akta vlo nah ... and sob Gulo color 2 ta kore jamon ta hobe vhabechilam tamon ta Hoi naii .r aita vlo kore cokhe Bose oo nah
3837,Bolse 3 month warranty. but product er gayer warranty seal tao uthay dise. kono angel e genuine mone hoy ni. worst product..
3838,chobir motoi
3839,"its ok but palette ar akta clr broke cilo ar karona ono palates laga gsilo ami musa falsi
ar seller ar babohar onk vlo
amr basai ana dia gsilo"
3840,eti apnar kach theke shompurno rupe ogrohonjoggo
3841,ei damer moddhe shundor ekti ghori
3842,onk valo puff gulo.. vejanor por onek fule ami use kre dekhe tarpr review dichhi.. trust me sobai nite paren.. sudu r ektu coloring dile valo hoto.. allmost same hoo gese color.. but product valo...thnk u...
3843,onek boro boro dal dekha jasse. gurao dekha jasse. aro refine kora dordar.
3844,color o mile na
3845,kom dam ar moddhe onk vlo product peyechi
3846,original product ei price a acceptation onujayi sound quality onk valo white colour ta caysi white colour tai dise thanks to seller 100% recommended
3847,product ta excellent sound quality xoss chilo r main vallagse pink colour tai paisi thanks to daraz
3848,packaging khub e kharap cilo shampoo maxmum ber hoye gase airokom ta asha kori nai
3849,amar kache onek valo legeche ghori ta
3850,product tir obostha valo chilo na
3851,rejected product chilo
3852,bhalo packaging o bhalo
3853,Onk valo products bishesh kora cover ta kom dam er modde quality onk valo dice thank you daraz
3854,the best seller in daraz Ato kom takar jinisher sathe 1 ta KN 95 mask free diyeche Thank you so much. i am so satisfied Thanks seller & daraz ke.
3855,faltu.abar ak speaker noshto.
3856,pant chira paisi
3857,"paid korci 3 ta ducen 2 ta, alada clr caici seta to dure thak, quality o akdomi baje, ai prothom ato baze vabe thokalen,,"
3858,khub kharap maaner
3859,light ti onek kajer
3860,batparir akta shima thaka uchit
3861,shubkichu thik ache
3862,alhamdulillah same product peychi..Thank u sooo much seller....cream ta valo apnarao nite paren
3863,onek valo akta jinis.apnara shobai obossoi niben
3864,ami jemon asha korechilam temon e peyechi
3865,Alhamdulillah same products paice
3866,eti ekti ashchorjo ponno
3867,muller jnno eitah thikache
3868,alhamdulillah vlo silo.... first time white colour kajol use krtasi.. so vloi lagsey...... tnq daraz
3869,"date onek ager, eta ekbare waste mone holo"
3870,mask ta besi Soto
3871,valo achilo products ta sound quality taw kharap nah valoi ase
3872,"onek valo pigmentation BB cream ta ektu liquidity howai taratari blend hoy.. glass skin hoye jay... etar 3ta shade ache.. eta natural shade. amr onek valo legeche etaa...
eksathe onek gula product newai seller 2ta gift diyechen amake.. hydrating face mask ar ekta Brown eyebrow plus highlighter pencil gift peyechi pray sobaikei dey gift.
packaging to puro gift box.."
3873,packaging hotashajonok
3874,remote tik vabe kaj korena
3875,fresh chilo dekhar bishoy phone e lagle kemon hoy
3876,eti ekti valo phone
3877,onek baje
3878,eta chemical mishano ponno
3879,ei cooler bebohar kora theke fan bebohar kora valo
3880,na kinai valo.shudhu shudhu taka opochoy
3881,baje quality
3882,"Thank you daraz seller, give me a free gift. Thank you Daraz."
3883,ekdom durdanto sound quality
3884,ei ponno tah nosto ferot dite chai
3885,"Original mone hocche onk Valo product lomba wire and beautiful sound 
Ato kom a Valo product pailam"
3886,ki ar bolbo. ki chobi dekhsI ar ki disen seller ke e ask kortesi very much disappointed offer er product jodi emon den taile bhai offer dewar dorkr nai. size ta bujhar jonno hate niye pic dilm ar kisu bolar nai
3887,ami tar kormokhomotar ebong maaner dara bisshito chilam
3888,Tora holi chesra youtobar
3889,ek kothay eto joghonnotomo kapor age kokhono dekhi ni
3890,"asol jinis,dhonnobad"
3891,khub tekshoi
3892,packaging ta baje chilo
3893,shob pelam kintu documents nai
3894,moneybag ta khub normal
3895,motamuti prothom e valo kaj korse
3896,ore boking diya rakhis ore e lagbo
3897,eti khub valovabe slice kore nah
3898,Khanki magir po tui kinna de ekta amare...emni kinar shock er tu sauuya dahao haradadin
3899,chomotkaar headphone
3900,dam ta ektu beshi
3901,ki disen sob pray ek rong osojjo
3902,Hur miya ke bolse pabe na ei sunglasses Choto belar amr nani amma ke ei chosma cokhe dite sekhesi cokhe problem silo bole
3903,rejected maler moto mone hocche
3904,Sudu charger diya pathaiya dise
3905,amake bolechilo eita asol kintu amake ekta copy ponno diyeche
3906,jodio daag pawar valo shomvabona ache
3907,besi valo nh
3908,Faulty product
3909,khuboi shundr product
3910,color thik nai
3911,"onk onk dhonnobadh seller k ato sundor kore pack kore deyar jonne r product tao onk vlo pigmented sobai nite 
paren"
3912,nije biye kore onno bow ree joriye dorle koto tok nijer onobob hoy
3913,ekdom faltu ekta jinish
3914,so goood smell ta josss.thank you daraz original product er jonno
3915,dhakar baire 3 diner moddhe delivary pelam.dhonnobad seller k
3916,product ta just wow. time er agei delivery paisi. seller vaiya k blsilm valovabe packaging kore dite. Onek valo packaging cilo. Thank u Daraz.
3917,asol ponno na matro 2/3 ta color bebohar joggo nokol ponno
3918,chomotkaar shobdo er maan
3919,oshadharon ponno osthir sound quality vocal onek clear
3920,ei mullo porishore ekti valo maaner speaker
3921,aktu smale ase. but good.
3922,sorry Amar pic ta oto bhalo hoyni but product ta so far khub bhalo.I hope eta onekdin last korbe
3923,vanga silo
3924,etir haoyar goti porjapto nah
3925,good product delevery khub fast but ektar white logo ta ana matroi uthe gese halka ghosay onno ta jmn dekhlam uthar moto naa
3926,rong chine na
3927,shobkichute bhalo
3928,joghonno jinis
3929,"I love this mask but using it for 1 week but, already some of the print is coming out but the product is still good overall. BTS army can buy"
3930,"c type charger order korechilam,ar delivary dilo 3.5 mm er product."
3931,Bbez oi gula eto bor holo kivabe
3932,khub hotash shorboninmo maner
3933,jinis ta onek valo.eei daam e besh valo jinis
3934,muller sathe servicer samonjossho
3935,eta amar jonno valo oviggota chilo
3936,"Eye shadow pallete ta besh valoi..but pic e dhekhe aktu boro mone hoi silo, Real e ektu soto..delivery 4,5 diner moddhe peye gese.apnara chaile nite paren..r baki ta use kre dekte parbo ata original thank you kina,amni te hate Swachh kre deklm valo pegment..Thanks"
3937,2 jon sagoler onk din por dekha hoile ja hoy r ki
3938,valoi lagtese bebohar kore
3939,Tr ee video banaite koise k Hala boka cho
3940,voice ashchorjojonok o sposhto
3941,ami vabtam asol jinis pabo na.pore dekhlam ashol jinis.dhonnobad daraz k
3942,product samanno vanga chilo
3943,khub e valo lagce..pigment is so good. Thanks seller
3944,"Besi boro na choto na, 14 litar ful dhore."
3945,Free dile to nibe na keo
3946,jothasomoye delivery peyechi
3947,jemn order krsilm thik tai paisi
3948,evabe kauke thokaben na doya kore
3949,vai kaj kore na
3950,kono mil nai chobi ar haat e pawa ponner
3951,noshto product pathiyeche.taka ar somoy duitai goccha
3952,shusshadu cha er moddhe ektah
3953,Price hishebe motamuti valoi
3954,dekhte shunte shobdik thekei valo
3955,darun ekta watch
3956,"So comfy, love them all"
3957,ponner size onek choto
3958,Kom er vitore khuv sundor headphone
3959,Sauuar po tor nunu kete dibo 
3960,"1 set brush er jayga y 3ta disen keno, cheater,,,,"
3961,Though I like ur vdos...but this time u should not do this vdo..u have no idea how many people gonna gather there after watching it..hudai hype create kore luv ki ...campus area ki vlog korar place Mone hoise apnr kase..... disappointing
3962,"Jemon ta order Krchilam temon tai peyechi 
Thank u daraz"
3963,size choto dise
3964,dio design e temon tofat noy
3965,producte kono somossa nai
3966,asol ponno peyechi
3967,"lekha 12v 2A,order o tai korchilam but output ase boro jor 500mAh,product to tk diya kini naki,fau to den nai dile sothik diben na hole diben na,faltu sellar"
3968,100% original product peyechi Base or Sound quality onek joss
3969,valo.nite paren
3970,Bolod eyebrows deke sunglass por a nah seta ageh shek
3971,onk onk dhonnobadh seller k sundor kore pack kore deyar jonne. r product tao onk vlo hoise sobai nite paren
3972,ekdom shorbonimno price er sathe warranty
3973,etar quality valo na
3974,product valo
3975,Its very cute. recommended
3976,"daraz manei valobasa.. onek asa niye order dei ar seller o asha rake.ja amar kub valo lage seller onek antorik ar daraz o onek tratari delivery diyece.. 4 din a delivery peyeci sothiy osadharon..
Thanks daraz and seller."
3977,druto delivery
3978,ei dam ei set ta valoi legeche amar
3979,Ulongo dance dekhi na re Vai bar bar ato link deyar ki ace
3980,"Nail polish tar quality onek vlo
Same as picture 
Highly recommend"
3981,product valo!chaile nite paren! thanks seller vai and Daraz
3982,eei daam e besh valo jinis
3983,ei projonto kono somossa hoyni babohar korte
3984,genuine ponner jonno apnake dhonnobad
3985,prathomic bebohaar e mone hoy valo hobe
3986,sound quality valo
3987,bishesh kore rong ebong kapor er gungoto man valo
3988,daam tulonay febric khub kharap maner
3989,"Only 3 color.. Remote works for only 3 color. As per price it should give all color given in remote, but wrong product sent. Not recommended!"
3990,motamoti sob dik diyei valo chilo.
3991,product ta Valo legeche..... quality Valo.... colour gulao khub sundor.tnxx daraz
3992,Alhamdulillah sob thik moto peyechi.sob kichur meyad oo jothesto chilo..seller k onk onk dhonnobad khub sundor vabe pack kore deyar jonno
3993,"Alhamdulillah, First time daraz e product order korchilam product ta Valoi but click button majhe moddhe kaj kore na... overall, kom dame vitore product ta awesome...thanks daraz☺️"
3994,khub kharap maner moneybag
3995,shotti kaaj kore
3996,ei juger jonno ekdom modern perfect jinis
3997,ei daam onujayi jothesto valo ekti product
3998,base ektu beshi i tobe sound valo
3999,30 munite e full charge hoye jay.sharging part taw onek valo
4000,color purai lada
4001,ponno abong shobdo er maan khub kharap
4002,delivery time ta ektu beshi laglo. the product is good.i recomend it. but the packaging was un secure should have used a box.
4003,dam er tulonay osadharon
4004,chobi r moto ponno pai ni
4005,onek cool
4006,joghonno packaging
4007,Earphone quality onek valo smooth base ar metal body amar besh pochondo. Ei price a onek valo earphone. dhonnobad daraz ar seller
4008,jinis ta onek joldi delivary pelam.dhonnobad sellar k
4009,sposhto voicer shonge perfect phone
4010,"nile i dhora khaben, jeon ami khelam"
4011,1 numberer vaotabaji
4012,jinis tay kono kisu kharap nai.besh olpo daamei peye gelam
4013,eta amdr jnno valo nah
4014,Damage product please exchange it
4015,eta babohar kore ami puropuri sontushto
4016,dam onujayi onek valo
4017,valo poreche
4018,glass cover ta venge geche
4019,ponno chinese chilo
4020,khub valo ekta earphone sound quality onek valo
4021,man onek kharap..ghorite ulta chilo nam ta
4022,Mahdi clr e amr mon purai krf
4023,"asol jinis,72 ghontay delivary peyechi"
4024,Baje seller barbar bola hoyeche grey shade dite uni grey container e brown shade diye rakhse protarok
4025,besh valoi
4026,asol jinis akebare
4027,ami khub shontusto ebong poroborti shomoye aro jinis order korbo
4028,onek somoy ney delivery dite
4029,ei mullo porishore ekti valo maner speaker
4030,pore ferot diye dite baddho hoyechi
4031,onk leak hoisa ami message o deselam jno valo babe packed kore but tao unara kono rap dea pack kore ni 1/3 vaag shampoo amr loss
4032,protarona kore ar koydin chalaben?
4033,ai takai hazar gun valo lifgt shop a order kore banano jai...!
4034,alhamdulillah onek onek valo akti product.sobai nite paren.. seller & rider ar bhv onek valo chilo..ak kothay bhv & product duitay e satisfied ami
4035,controller kaaj kore na
4036,faltu product
4037,shob kichu valo
4038,amr valo legeche
4039,check na korei product dise.khub dukkher bishoy
4040,Shala Boloder baccha blazer porte hoi kmn oitao jane na
4041,pesadar beessa
4042,delivery khub druto dise
4043,onek ager ponno diyeche
4044,joto ajgubi marka song
4045,eta ashol headphone na
4046,vanga ponno diyeche
4047,ponno valo obsthay prapto hoyechilo
4048,akebare jamon cheyechilam tamon e pelam
4049,eei muller moddhe shera
4050,dam onujayi khub i valo maner belt
4051,ponno khub tekshoi
4052,onek beshi choto size dekhe disappointed
4053,Salman jaan tmdr sex vdo gula dio to ami na ekhono dekhi nai
4054,Over all valoi ase nete paren baget kom thakle
4055,ei ponnoner sathe onek shontushto
4056,dosh hobe dosh
4057,sobai ei seller theke product nite paren
4058,besi kisu bolbo na khub e valo product seller er behaviour khub valo sobay nite paren
4059,shotti atongkito o impressed
4060,Dvise valo niye paren sobai
4061,kono seal nai
4062,Product Quality packaging delivery shobkichu valo chilo ami shontusto
4063,nosto memory card chilo
4064,jinis er maan onek valo.daraz k valobashi
4065,amar kono complain nei
4066,"Daraz k onek onek tnx, khub tara tari product ta delivery diche, jemon ta cheyechi temontai peyechi, je je chan order korte paren"
4067,onno ponno dise
4068,packaging kharap shampoo ber hoye gese
4069,good product
4070,product hate peyechi. it was fine.delivery was so fast. thanks
4071,daam o shashroyi
4072,onek valo phone
4073,bujhlam na ager bar order dilam thik ache but ebar order dilam but khola ebong use kora
4074,picture er sathe kono mil nei. charger ekdom normal. cable aro beshi normal. r maine kotha amake nosto charger dewa hoyeche. dam barao nen vai.tobuo manusher taka nosto korayenna. bastotar karone return o dite parini. daraz pic up poin theke amar basa 30 km dure return dite lagleo amar 150 taka khoroch hoto. jara kinben vebe chinte kinben.
4075,valo jinis.ami puropuri sontushto
4076,daraz chobir sathe delivery kora product er kono mil nei
4077,ei budget e valo
4078,jinis ta khub ikajer
4079,"chobite maskara,Kajol, eyeliner dekhi ye che..but Ami paini..ar chobi te black pallet ta dekte shundor lagche.
.kintu Ami Peyechi..white fake akta pallet.."
4080,thanks to daraz. khub valo lagse product.
4081,kinachi pray 2 months aga akhon porjonto kono somossa hoi nai thik moto choltaca...and sound quality o onk vlo ...next time aro kinar eccha asa...
4082,atorgulo original
4083,shob miliye onek valo lagche
4084,osthir ponno
4085,jinis gula eto valo j headphone akta baje ekta baje na 2 ta headphone paisi 2tai ak obosta akta baje ar arakta baje na pecket tao chira valo lage nai
4086,onno shoper tulonay daam onek beshi
4087,akdom faltu ar fata jinis er delivary peyechi
4088,khub druto peyechi ebong mahshallah jemon cheyechi temon peyechi daam onujayi o onk valo
4089,khub valo ekta jinish
4090,khubi valo ebong nikhut
4091,ekdom nikhut ponno
4092,"Budget friendly ekta Bluetooth. Besh dur thekeo shona jay. Sound quality, charging backup valoi peyechi."
4093,kemon ta dekheci thik temon tay paici...apnarau nite paren...tnx daraz...tnx delivery boy
4094,products valo
4095,akebare vua jinis dise.
4096,ki dekhailen ar ki pailam
4097,Delivery date ar age e hate peyeci..same as picture..
4098,its only 0.35amp.but they say its 2A
4099,Khaite khaite to motka hoitasen
4100,Khub e baje..onk kom alo..cheap quality..dont waste your money
4101,vanga fan diche. eisob bad den seller saheb. sototar sathe bebsa korun.
4102,rong onek halka ekdin pore uthe gese eta asha kori nai
4103,poroduct er quality jothesto valo
4104,vebe chilam product gulo boro hobe but eigula khelnar moro.
4105,faltu ponno
4106,packaging ta damaged chilo intact chilo na
4107,packaging valo na
4108,but size soto
4109,sound onekta clear
4110,ami tar kormokhomotar shonge shontushto
4111,daamer tulonay ponnoti ektuo valo na
4112,dekhte jotheshtho shundor
4113,khub khub khub nimnomaner jinis
4114,jemonta cheyechi temonta peyechi
4115,chobi r satheektu mil hol o hoto
4116,echarao ponno maaner khub kharap
4117,Onek onek beshi valo hoice. Thanks seller and Daraz for the product. Caile nite paren onek kom somoy e paici
4118,size perfect fitting o thik ache
4119,bajar er cheye o kom dam e peyewchi
4120,Love it..Delivery man ta so carefully vhabe delivery dice...and daraz products & service onk valo..tnx daraz....
4121,eita doinondin beboharer jnno valo ekti phone
4122,Authentic product seller er behave valo sob kichu thik thak ache
4123,Pallet ta onk onk sundor chilo.Jeta cheyechilam setai peyechi but Ami aro ektu boro asha korechilam But eta totota boro na But overall good Khub e pigmented chilo eyeshadow ta‚ And delivery tao onk taratari peyechi Packaging o onk vlo chilo tai pallet e Kono problem hoy ni Thank you Daraz and sellar k
4124,"ami 3 rokomer chips nisi combo. ai chips gula just air diye refill kora pack vitore chips dam.oday gese just air diye tight kora prottekta chips,aktao mochmocha na.aita asholei onk boro akta dhokabaji accept korar moto na.
about picture: bam pasher ta ami shop theke instant kinsi,pack tao boro r mochmocha.r dan pasher ta combo product. era jgulo sell hoy na sheta k air diye refill kore chalaytese.
strongly boltesi kao niyen dekhete better,review better but chips dam.not recommended.r ami obak darazmall tag kivabe pelo.karo e ki amn hoy ni?"
4125,ami order korsi morphs Amk Aita ki dilo r Ai lipstick tar man o Khubi baje jdi change Kore dite paren den Noito ami ferot pathabo amr morphe lagbe Aita na
4126,Ovinetara jokon Real bole tokono mone hoy acting kortese hahahah
4127,oshadharon service.response druto peyechi.kew chaile obosshoi nite paren
4128,tai bole etota kharap hobe vabini
4129,jemon asha korechilam temon nah
4130,The delivery process is quite good and have got the right product.
4131,elite stylish
4132,baby er jnno valo product ta khub valo
4133,bash maan khub kharap
4134,eto kom dam e ami eta kinte pere khub i sontusto
4135,good delivary bisshosto site
4136,valo kono somossa dey nah
4137,worst charger. 1 month por nosto.
4138,daraz er kach thk emon asha korini
4139,daraz theke protom kichu kinlam amazing
4140,"Product was very good.
Satisfied.. Packaging o khub valo chilo..undoubtedly j keu purchase korte paren.."
4141,daraz vua fake
4142,nisshondehe valo ponno
4143,Cue deiya kih played hoy Jan tam nah to hahaha
4144,kapor er quality khub i baje
4145,packet chira chilo
4146,"khub valo,uccho ebong porishkar shobdo"
4147,product valo
4148,halay dekhi bike er gloves poira cng te choira jay
4149,shottie khub shosta
4150,Baal hyse akhn
4151,etoh valo na
4152,chain ta nosto
4153,khub valo sound quality
4154,product amr onek pochondo hoyeche
4155,bissasjoggo site.eta khub valo kaaj kore.reply o valo pawa jay
4156,chamra shomporke besh birokto
4157,lipstick tha balo pic re je rokom dekte thik sei rokom but lipstick er price tha bese . customer der khota matay reke r ektu low price hole balo hoto
4158,valo onek
4159,khub kharap item
4160,amr tar sathe extra eartips dey nai dukkhojonok
4161,shompurno rupe shontushto
4162,product balo kintu seller valo na ami oder koresilum black othoba blue kintu diache ami je color chaini ami mone kori ar kew jeno oder na kore ai seller ar kas theke
4163,baje jinis ar baje babohar
4164,baje khub baje
4165,asol jinis.amar khub pochondo hoyeche
4166,eta ki rokomer osovvota eta mehedi pata na
4167,Nice product
4168,"It just burned after 2 days don't buy it, Fake!"
4169,Kn amder ki chulkaise nki j dildo shopon arr reference dibo
4170,kharap ponno
4171,ei powerbank obisshasshovabe nirvorjoggo
4172,next button kaj korena
4173,sound onek valo chilo.dhonnobad shobaike
4174,chul onek rukkho kore fele
4175,jinishta valo laglo
4176,eta valo chilo
4177,shirt is okay
4178,kom takay valo phone
4179,Kub valo crem.tnx daraz and tnx seller..
4180,Kon celebrity jibonew nam shuninai juta porei nachanachi nd fight korebe inshallah kokhon kothay ki bolte hoy etaw janena
4181,bebohar e kono somossan hoyni
4182,ottonto baje maner shobdo
4183,Live Cholchilo Jkhn Tkhn Azan Dichillo Kno Maye Mathai Kapor to Dainee Ulto Natok Serial er Prochar Nia Sobai Busy bah...............
4184,poddhoti khub baje
4185,"hate pailm....vlo hobe asha kori
vlo hoila aro nibo insahallah 
tnx daraz & tnx seller"
4186,jamon cheyechilam tamon e.erokom headphone er jonno dhonnobad
4187,design e kichu somossa chilo
4188,daame kom
4189,bornona hisebe ponno thik ache
4190,kbub i baje sound quality
4191,"kahini hoitache je manushre etto vudai mone koiren na vai , America theke copy kinbe eirokom vudai ektau nei"
4192,nosto ghori disen
4193,faltu genji quality valo na ar sobcheye boro kotha onno color dise
4194,bottle er tolar glass vanga chilo
4195,okkhoto packet chilo
4196,serum bottle er mukh khola chilo ordhek pore gese use kora mone hoyeche
4197,"just packet diye gasen, vitore to product e naii... kmn vondami business aita.... Faltu Lok"
4198,charge onek kom thake
4199,dj Disk jockey dj  Dudher Jala
4200,Ki dicen vai aigula? Mehedi pata tho na.manus I tokai lab ki
4201,ami j ponno order korechilam sei onujayi ponno pai nai
4202,kapor khub e patla chilo
4203,Dada aisb sexual frustrated Meye der niye kichu bolo Tomar pa dekhei horney hoye jachheeeeee
4204,"sob kisu thik thak ase,kono problem pai naii,asha korchii use kore moza pabo,Retailer k onok thanks products send kore amak Knock korece,Daraz r jannoy ato chip price a products dewar janno...Recommend this items.Happy Shopping.."
4205,original peyechi
4206,Chata tar selay khula chilo.tachara packet valo chilo
4207,ekdom i kaj kore nai
4208,valo product peyechi
4209,kenar duidin por nosto hoye gese
4210,ponno thik ache mone hocche
4211,Order korechi black color. But delivery diyeche pink color.
4212,valo product.dhonnobad daraz
4213,rong ta thik thak nai
4214,daraz er moto online shop amra chai nah bangladesh e
4215,size onek choto
4216,beshi ekta valo na
4217,Hijab jahatu poro apu properly poro...bcz akon javabe poro aita hijab k opoman kora hoy...
4218,"Eyeshadow palette ta onek shundor
Packaging o valo chilo
100% real product
Thank you seller"
4219,"ekhon o porjonto valoi dekhchi, bakita Allah malum"
4220,motamuti valo i discount price hisebe thik ache
4221,"Very good product. But too expensive. Normal set of other style cost like tk 200 to 400. But if price is no factor, do 
recommend this one."
4222,express delivary.jinis valo chilo.dhonnobad
4223,val lagena r edr skip kori tau dekhi polapan like ba cmnt dia samna ana
4224,"keyboard 2nd diner nosto hoye gese, r mouse gelo 5 din"
4225,Alhamdulillah dam hisebe besh valo try kore dekhte paren
4226,ami hotash hoyechi
4227,eta diye khushi
4228,ekdom baje
4229,eta kinben na
4230,baje man
4231,Dhonnobat Daraz ke ato sundor akta prodak Hate peye ami khubi khusi prodak Reviw khubi valo sop dik diyai Keo chaile nite paren kono sondeho nei 😍😍😍
4232,ponner akar thik na
4233,shirt ta darun tobe size mile nai
4234,ponner man jothesto valo
4235,material kharap nosto hoye gese 2 din ei
4236,"239 taka diye combo offer kinlam 11.11 campaign e, sathe 20% bKash cash back"
4237,juktisingoto mullo songe eti chomotkar
4238,khub valo akta jinis.ami khub khushi hoyechi
4239,"regulator diye fan bondho kora, chalano r switch ta nosto"
4240,RFL er moto quality beheen
4241,shomoy o ortho opochoy kharap kenakata
4242,onek Valo. Daraz Bangladesh. thik somoye product haate peyechi..price onujayi Valo ekti headphone. thanks to Daraz Bangladesh
4243,khub i baje shirt
4244,darun headphone 350 tk range er vetore
4245,jaihok product valoi
4246,selai er man khubi baje
4247,kinte paren shondeho chara
4248,onkkkkk sundor product ta..but size ta r aktu boro hola valo hoto...
4249,Md Faisal Ali valo kore dekh tor dukaner sathe market
4250,ar daraz hocche 2 number
4251,vabi ni ato vlo product pabo ja chiselam tar chitew onak vlo kisu pailam
4252,"valo vabei peyechi product ta.daamer tulonay besh valoi jinis,thik somoye delivary pelam"
4253,man onek kharap
4254,sedhu sontroshto maner earphone
4255,bonik grahok ke protarona kore emon chamra bolche
4256,valo nite paren onekkhon thak colour ta fast delivery u khub valo legese.
4257,shob taka jole gelo
4258,jmn cheyechilam temoni peyesi. sb gula product e ank vlo
4259,good..dokaner tulonay Kom dame peyechi..
4260,Shame on the seller and the service provider…I ordered 3 packets with prepayment delivery and all these packets had broken cookies. SHAME that you do filthy business with client’s hard earned money….SHAME
4261,dam onujayi onek valo
4262,light nosto chilo
4263,vaiya net price er thele beshi daam dhora hoyeche
4264,kono obhijog nei
4265,good products
4266,packet ta oto ta valo na kintu earphone ta besh valo
4267,eto baje sound ja bolar baire
4268,ek kothay osadharon
4269,Ufff bostir meyer crush!
4270,onek kharap jinis.kew response o korche na.akebarei nite bolbo na
4271,hae ami eta pochondo kori
4272,shobkichu fine
4273,daam hisebe besh valo akta jinis.eta khub e shokto ar valo build quality.
4274,rong mele na
4275,saller ka onek donnobad.. kub valo celo prodaket
4276,"moner moto ponno peyechi, gungoto man otuloniyo"
4277,sound valo. dhonnobad
4278,ami sottii onk satisfied
4279,khub i nimnomaner ponno
4280,rong chobi te jemon ache temon i pelam
4281,Bhallage nai
4282,shobcheye kharap shobdo er maan
4283,Headphone er sathe duti sampu free Headphone valo ase nite paren Thx seller
4284,ponno er finishing ta valo na
4285,Gay party
4286,"littile mosnter always rock
Kichu bolar nei shobkichu valo chilo"
4287,Half pant porso keen thanda lgbe to baaal
4288,ar pic e jemon dekhay bastob e toto valo dekhay na
4289,Dam Onujahi Balo Hobe asa Kori ....
4290,2 ta order korse disen 1 ta. manush k thokai apnara onk labh korben ... aita Jodi vebe thaken ..manush k aaro thokan .. upore Allah achen ... Allah k voy koren.. ajk Amar Sathe ja korsen onner Sathe ta korar aage 10 bar vabben ..(b.tpar)
4291,sei hisebe joss ekta bag
4292,"got the product it's amazing. it works so Welly
fastest delivery 
alhamdulillah I'm fully satisfied"
4293,1 din er modde nosto hoye gase.
4294,khub chomotkaar ekta product
4295,"daraz er sathe exoerience alhamdulillah.
fuchka gula khub valo chilo, you can buy it & try, aamar to onnk Moja lagche"
4296,eishob baje comment ar review
4297,smart gadget ke dhonnobad
4298,product valo tobe battery tar khuje paoya onek kostosaddho bishoy
4299,wonderful.
4300,wow.asol jinis peyechi
4301,"matro ek soptaho tikse,hothat kore off hoye gese"
4302,Shapon khan blog er nam bolben tyla free te goru dia diba
4303,earphone thik shomoy peyechi tobe packet er kharap obostha ebong chapta hoye geche
4304,"kom dame khub vlo product...... ekdom add er moto same to same, ami onek happy apnader service ae thank u sooo much...... atto fast delivery dewar jonno & manshommoto product er jonno....."
4305,onkkk vlo product. 2nd time nilm. sobai nite paren
4306,super fast delivery...14tarikh order kore 16 tarikh a phn payci...r matt black ta cyci r syta e pyci...matt black er sathe speaker dawar kotha na thakleo seller speaker gift korece...tnx to seller & tnx to daraz for 1999tk discount...I am very satisfied...highly recommended 😍😍
4307,design o shundor
4308,chobir ghorir sathe amar kache daraz er pathano ghorir kono mil nei
